id_entertainer,slug,name,artist_billing,featured_flag,url,categories,sponsor_info,bio_web,description,keywords,performance_count,details
468,sheep-open-class-0901,Sheep Open Class,,,,400,,,Sheep Open Class: 8:30 a.m. Southdown; Noon Dorset.,,2,Sheep Open Class: 8:30 a.m. Southdown; Noon Dorset.
469,sheep-open-class-dress-a-sheep-contest,Sheep Open Class: Dress A Sheep Contest,,,,400,,,Sheep Open Class: Teams of up to 4 people in costumes race to dress their sheep in a complementary outfit. Be ringside to cast your vote for the People's Choice winner.,,1,Sheep Open Class: Teams of up to 4 people in costumes race to dress their sheep in a complementary outfit. Be ringside to cast your vote for the People's Choice winner.
470,sheep-open-class-lamb-lead,Sheep Open Class: Lamb Lead,,,,400,,,See how the animals take direction in Sheep Open Class: Lamb Lead. Three age divisions.,,1,See how the animals take direction in Sheep Open Class: Lamb Lead. Three age divisions.
472,sheep-open-class-supreme-champion-ram-and-ewe-0828,Sheep Open Class: Supreme Champion Ram and Ewe,,,,400,,,Sheep Open Class Judging: Supreme Champion Ram and Ewe of the first rotation.,,1,Sheep Open Class Judging: Supreme Champion Ram and Ewe of the first rotation.
473,sheep-open-class-supreme-champion-ram-and-ewe-0901,Sheep Open Class: Supreme Champion Ram and Ewe ,,,,400,,,See the best of the best! A Supreme Champion of the second rotation is awarded immediately following the open class Dorset exhibition.,,1,See the best of the best! A Supreme Champion of the second rotation is awarded immediately following the open class Dorset exhibition.
474,stock-dog-sheepherding-trials,Stock Dog Sheepherding Trials,,,,400,,,"A competition demonstrating a dog's ability to move sheep through an obstacle course. Divisions include Rookie, Novice-Ranch, Pro-Ranch and Exhibition. It is recommended that you enter the Coliseum before 10 a.m. through the west doors facing the Cattle Barn.",,1,"A competition demonstrating a dog's ability to move sheep through an obstacle course. Divisions include Rookie, Novice-Ranch, Pro-Ranch and Exhibition. It is recommended that you enter the Coliseum before 10 a.m. through the west doors facing the Cattle Barn."
475,swine-open-class,Swine Open Class,,,,400,,,Swine Open Class: Minnesota Junior Barrow Class Show in the west ring at 8 a.m.; Open Barrow Show in the east ring at 9 a.m.,,2,Swine Open Class: Minnesota Junior Barrow Class Show in the west ring at 8 a.m.; Open Barrow Show in the east ring at 9 a.m.
476,swine-open-class-and-junior-crossbred-breeding-gilts,Swine Open Class and Junior Crossbred Breeding Gilts,,,,400,,,"See these breeds in the Robert A. Christensen Pavilion East Ring at 8 a.m.: Poland China, Chester White, Spotted Hogs, Yorkshire, Landrace, All Other Breeds, Supreme Champions. These breeds compete in the West Ring 8 a.m.: Duroc, Hampshire, Berkshire. At 11 a.m. in the Christensen Pavilion, see the MN Junior Barrow Classic - Skill-a-thon. At 2 p.m. in the West Ring: Junior Crossbred Breeding Gilts. At 4:30 p.m. in the East Ring, see the MN Junior Barrow Classic - Judging Contest.",,4,"See these breeds in the Robert A. Christensen Pavilion East Ring at 8 a.m.: Poland China, Chester White, Spotted Hogs, Yorkshire, Landrace, All Other Breeds, Supreme Champions. These breeds compete in the West Ring 8 a.m.: Duroc, Hampshire, Berkshire. At 11 a.m. in the Christensen Pavilion, see the MN Junior Barrow Classic - Skill-a-thon. At 2 p.m. in the West Ring: Junior Crossbred Breeding Gilts. At 4:30 p.m. in the East Ring, see the MN Junior Barrow Classic - Judging Contest."
477,swine-open-class-all-breed-swine-auction-minnesota-purebred-swine-breeders,"Swine Open Class: All Breed Swine Auction, Minnesota Purebred Swine Breeders",,,,400,,,"Swine Open Class: All Breed Swine Auction, Minnesota Purebred Swine Breeders",,1,"Swine Open Class: All Breed Swine Auction, Minnesota Purebred Swine Breeders"
478,swine-open-class-minnesota-junior-barrow-classic-sweepstakes-awards,Swine Open Class: Minnesota Junior Barrow Classic - Sweepstakes Awards,,,,400,,,Swine Open Class: Minnesota Junior Barrow Classic - Sweepstakes Awards,,1,Swine Open Class: Minnesota Junior Barrow Classic - Sweepstakes Awards
479,swine-open-class-minnesota-junior-barrow-classic-showmanship,Swine Open Class: Minnesota Junior Barrow Classic - Showmanship,,,,400,,,Swine Open Class: Minnesota Junior Barrow Classic - Showmanship. In the west ring of the Robert A. Christensen Pavilion.,,1,Swine Open Class: Minnesota Junior Barrow Classic - Showmanship. In the west ring of the Robert A. Christensen Pavilion.
480,bulls-and-barrels-championship,Bulls & Barrels Championship,,,,400,,,"The baddest bull riders and barrel racers in one competition! In the most heart-pounding eight seconds in sports, bull riders from across the Midwest vie for thousands of dollars in prize money. Plus, the dust flies when 12 of the region’s premier horse and rider combos bolt through the cloverleaf barrel pattern in a race against the clock. A free event of the Minnesota State Fair Horse Show.",,2,"The baddest bull riders and barrel racers in one competition! In the most heart-pounding eight seconds in sports, bull riders from across the Midwest vie for thousands of dollars in prize money. Plus, the dust flies when 12 of the region’s premier horse and rider combos bolt through the cloverleaf barrel pattern in a race against the clock. A free event of the Minnesota State Fair Horse Show."
481,minnesota-state-fair-horse-show-draft-horse-hitches-draft-horse-team-draft-horse-ladies-cart,"Minnesota State Fair Horse Show:  Draft Horse Hitches, Draft Horse Team, Draft Horse Ladies Cart",,,,400,,,"Draft Horse (Four- and Six-Horse Hitch), Draft Horse Teams, Draft Horse Ladies Carts. Horses featured: Percheron, Belgian, Clydesdale.",,1,"Draft Horse (Four- and Six-Horse Hitch), Draft Horse Teams, Draft Horse Ladies Carts. Horses featured: Percheron, Belgian, Clydesdale."
482,minnesota-state-fair-horse-show-cart-driving-and-draft-horse-walk-and-trot-riding,Minnesota State Fair Horse Show: Cart Driving & Draft Horse Walk & Trot Riding,,,,400,,,See young drivers show us what they got (behind the reins) in the junior driver cart class and see the beautiful draft horses being ridden around the ring in a walk & trot class!,,1,See young drivers show us what they got (behind the reins) in the junior driver cart class and see the beautiful draft horses being ridden around the ring in a walk & trot class!
483,minnesota-state-fair-horse-show-classic-cart-central-regional-finals,Minnesota State Fair Horse Show: Classic Cart Central Regional Finals,,,,400,,,"The Minnesota State Fair Horse Show is proud to host this event featuring an invited list of top finalists in the Central Region, encompassing 12 states and central Canada. The North American Classic Cart Series features a driver in a gleaming cart putting a one-ton draft horse through its paces, with the pair moving as a single unit. Competitors will vie for a share of $5,000 in prize money. The Classic Cart Series is a program of the North American Six-Horse Hitch Classic Series. This event is free with fair admission.",,1,"The Minnesota State Fair Horse Show is proud to host this event featuring an invited list of top finalists in the Central Region, encompassing 12 states and central Canada. The North American Classic Cart Series features a driver in a gleaming cart putting a one-ton draft horse through its paces, with the pair moving as a single unit. Competitors will vie for a share of $5,000 in prize money. The Classic Cart Series is a program of the North American Six-Horse Hitch Classic Series. This event is free with fair admission."
484,minnesota-state-fair-horse-show-draft-horse-barrel-racing,Minnesota State Fair Horse Show: Draft Horse Barrel Racing,,,,400,,,Watch these majestic gentle giants barrel into the Coliseum and race around. Draft horses are commonly poised and not ridden - so this is a sight to behold!,,1,Watch these majestic gentle giants barrel into the Coliseum and race around. Draft horses are commonly poised and not ridden - so this is a sight to behold!
485,minnesota-state-fair-horse-show-draft-horse-halter-,Minnesota State Fair Horse Show: Draft Horse Halter ,,,,400,,,"See these iconic Belgian, Clydesdales and Percheron draft horses being led, not ridden, around the ring. Draft horse decorating, followed by showmanship at halter.",,1,"See these iconic Belgian, Clydesdales and Percheron draft horses being led, not ridden, around the ring. Draft horse decorating, followed by showmanship at halter."
486,minnesota-state-fair-horse-show-draft-horse-hitch,Minnesota State Fair Horse Show: Draft Horse Hitch,,,,400,,,"Draft horse eight-horse hitch, draft horse unicorn hitch, draft horse single cart and more.",,1,"Draft horse eight-horse hitch, draft horse unicorn hitch, draft horse single cart and more."
487,minnesota-state-fair-horse-show-draft-horse-hitches,Minnesota State Fair Horse Show: Draft Horse Hitches,,,,400,,,"Watch teams of four and six draft horses pull wagons. See Belgian, Clydesdale and Percheron horses.",,1,"Watch teams of four and six draft horses pull wagons. See Belgian, Clydesdale and Percheron horses."
488,minnesota-state-fair-horse-show-draft-horse-supreme-six-horse-hitch-classic-series-and-classic-cart-series,Minnesota State Fair Horse Show: Draft Horse Supreme Six-Horse Hitch Classic Series and Classic Cart Series,,,,400,,,An unforgettable view of more than 20 draft six-horse hitches competing for  Supreme Six-Horse Hitch honors. Plus see the Draft Horse Supreme Classic Cart Series.,,1,An unforgettable view of more than 20 draft six-horse hitches competing for  Supreme Six-Horse Hitch honors. Plus see the Draft Horse Supreme Classic Cart Series.
489,minnesota-state-fair-horse-show-draft-horse-team,Minnesota State Fair Horse Show: Draft Horse Team,,,,400,,,"See Clydesdale, Percheron and Belgian draft horse driving hitches and carts.",,1,"See Clydesdale, Percheron and Belgian draft horse driving hitches and carts."
490,minnesota-state-fair-horse-show-hunt-seat-equitation-and-english-pleasure-classes,Minnesota State Fair Horse Show: Hunt Seat Equitation and English Pleasure Classes,,,,400,,,Watch competitors ride Paint and Pinto Horses with English and Hunt Seat Equitation. Riders work individually and complete a pattern of maneuvers. And don't miss Tandem Bareback - 2 riders on 1 horse!,,1,Watch competitors ride Paint and Pinto Horses with English and Hunt Seat Equitation. Riders work individually and complete a pattern of maneuvers. And don't miss Tandem Bareback - 2 riders on 1 horse!
491,minnesota-state-fair-horse-show-mare-teams-draft-horse-driving,"Minnesota State Fair Horse Show: Mare Teams, Draft Horse Driving",,,,400,,,"Draft Horse (Percheron, Belgian and Clydesdale) team of mares driven around the arena.",,1,"Draft Horse (Percheron, Belgian and Clydesdale) team of mares driven around the arena."
492,minnesota-state-fair-horse-show-paint-pinto-and-western-saddle-club-horses,"Minnesota State Fair Horse Show: Paint, Pinto and Western Saddle Club Horses",,,,400,,,"In these halter and showmanship competitions, Paint, Pinto and Western Saddle Club Horses are being led, not ridden, around the ring. ",,2,"In these halter and showmanship competitions, Paint, Pinto and Western Saddle Club Horses are being led, not ridden, around the ring. "
493,minnesota-state-fair-horse-show-paint-pinto-wsca-pleasure,"Minnesota State Fair Horse Show: Paint, Pinto, WSCA Pleasure",,,,400,,,"Paint, Pinto and WSCA Pleasure horses compete in a variety of competitions.",,1,"Paint, Pinto and WSCA Pleasure horses compete in a variety of competitions."
494,minnesota-state-fair-horse-show-pinto-and-paint-horses-youth-western-pleasure-speed-events,"Minnesota State Fair Horse Show: Pinto and Paint horses, Youth Western Pleasure, speed events",,,,400,,,"Watch supreme champions be crowned and speed events for fastest horse around a pattern. Featuring WSCA and Paint horses, Youth Western Pleasure, pole bending and egg and spoon - see the balancing act in the ring on horseback!",,1,"Watch supreme champions be crowned and speed events for fastest horse around a pattern. Featuring WSCA and Paint horses, Youth Western Pleasure, pole bending and egg and spoon - see the balancing act in the ring on horseback!"
495,minnesota-state-fair-horse-show-speed-event-finals,Minnesota State Fair Horse Show: Speed Event Finals,,,,400,,,"Four-in-line barrel racing and championships in jumping figure 8, pole weaving and barrel racing.  Horse and rider teams with the top times from previous days compete in this fast-paced show!",,1,"Four-in-line barrel racing and championships in jumping figure 8, pole weaving and barrel racing.  Horse and rider teams with the top times from previous days compete in this fast-paced show!"
496,minnesota-state-fair-horse-show-speed-events-04,Minnesota State Fair Horse Show: Speed Events,,,,400,,,"Watch horse and rider perform numerous skills in speed events, including pole weaving, barrel racing and jumping figure 8.",,1,"Watch horse and rider perform numerous skills in speed events, including pole weaving, barrel racing and jumping figure 8."
497,minnesota-state-fair-horse-show-speed-events-0905p,Minnesota State Fair Horse Show: Speed Events,,,,400,,,"Start your night with the adrenaline pumping while watching the Trailer Race Finals & cheer on these teams! Also, rescue racing & jumping figure 8. Watch horse and rider perform numerous skills in this fast paced show! Plus, walking horse classes.",,1,"Start your night with the adrenaline pumping while watching the Trailer Race Finals & cheer on these teams! Also, rescue racing & jumping figure 8. Watch horse and rider perform numerous skills in this fast paced show! Plus, walking horse classes."
498,minnesota-state-fair-horse-show-speed-events-0905a,Minnesota State Fair Horse Show: Speed Events ,,,,400,,,"Featuring jumping figure 8, pole weaving, and barrel racing. Watch horse and rider perform numerous skills in this fast paced show! Plus, walking horse classes.",,1,"Featuring jumping figure 8, pole weaving, and barrel racing. Watch horse and rider perform numerous skills in this fast paced show! Plus, walking horse classes."
499,minnesota-state-fair-horse-show-speed-events-and-more,Minnesota State Fair Horse Show: Speed Events & More,,,,400,,,"Featuring Trailer Race, jumping figure 8, drill teams, pole weaving, barrels racing. Watch horse and rider perform numerous skills in this fast paced show!",,1,"Featuring Trailer Race, jumping figure 8, drill teams, pole weaving, barrels racing. Watch horse and rider perform numerous skills in this fast paced show!"
500,minnesota-state-fair-horse-show-western-pleasure-and-horsemanship-classes,Minnesota State Fair Horse Show: Western Pleasure and Horsemanship Classes,,,,400,,,"Minnesota State Fair Horse Show: Paint, Pinto and WSCA Pleasure horses complete patterns and show off their horsemanship with different maneuvers.",,1,"Minnesota State Fair Horse Show: Paint, Pinto and WSCA Pleasure horses complete patterns and show off their horsemanship with different maneuvers."
501,minnesota-state-fair-horse-show-western-pleasure-barrel-racing-and-signature-classes,"Minnesota State Fair Horse Show: Western Pleasure, Barrel Racing and Signature Classes",,,,0,,,Watch exhibitors get creative with their mounted costumes. See speed take control in the barrel race and more.,,1,Watch exhibitors get creative with their mounted costumes. See speed take control in the barrel race and more.
502,up-south,Up South,,true,,800,,,"Free live performance! Stop by Frontier Bar, located on the south side of Carnes Avenue between Liggett and Nelson streets.",,1,"Free live performance! Stop by Frontier Bar, located on the south side of Carnes Avenue between Liggett and Nelson streets."
503,4-h-activities,4-H Activities,,,,100,,,"Visit the 4-H Building for project displays, Chef for a Day Cook-Off competitions and Arts-In musical performances. The 2021 4-H Livestock show runs for four days, from Thursday, Aug. 26, through Sunday, Aug. 29. Make your way to the animal barns, the Warner Coliseum and Compeer Arena to see the livestock competition.",,12,"Visit the 4-H Building for project displays, Chef for a Day Cook-Off competitions and Arts-In musical performances. The 2021 4-H Livestock show runs for four days, from Thursday, Aug. 26, through Sunday, Aug. 29. Make your way to the animal barns, the Warner Coliseum and Compeer Arena to see the livestock competition."
504,4-h-building,4-H Building,,,,100,,,"4-H judging and displays. For information on all 4-H activities at the fair, download the 4-H at the Minnesota State Fair app or visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair",,12,"4-H judging and displays. For information on all 4-H activities at the fair, download the 4-H at the Minnesota State Fair app or visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair"
505,4-h-fashion-revue-show,4-H Fashion Revue Show,,,,100,,,"4-H'ers design, sew and model their own fashion creations. This is 4-H's Project Runway! On the Harkness Stage on the first floor of the 4-H Building. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair",,4,"4-H'ers design, sew and model their own fashion creations. This is 4-H's Project Runway! On the Harkness Stage on the first floor of the 4-H Building. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair"
506,4-h-performing-arts-show-and-judging,4-H Performing Arts Show & Judging,,,,100,,,"4-H Performing Arts Show & Judging on the Harkness Stage on the first floor of the 4-H Building. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair",,4,"4-H Performing Arts Show & Judging on the Harkness Stage on the first floor of the 4-H Building. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair"
507,4-h-rabbit-quiz-bowl-contest,4-H Rabbit Quiz Bowl Contest,,,,100,,,"Patterned after the Golden Oldie television show ""College Bowl,"" this contest tests 4-H'ers knowledge of 4-H project areas. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair",,1,"Patterned after the Golden Oldie television show ""College Bowl,"" this contest tests 4-H'ers knowledge of 4-H project areas. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair"
508,4-h-share-the-fun-showcase,4-H Share-the-Fun Showcase,,,,100,,,"4-H clubs from across the state prepare and perform a play, dance, musical or other act on the Erickson Stage on the second floor of the 4-H Building. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair",,5,"4-H clubs from across the state prepare and perform a play, dance, musical or other act on the Erickson Stage on the second floor of the 4-H Building. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair"
509,4-h-state-arts-in-musical-performance-0830,4-H State Arts-In musical performance,,,,100,,,"See 4-H'ers perform a musical play on the Harkness Stage on the first floor of the 4-H Building. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair",,12,"See 4-H'ers perform a musical play on the Harkness Stage on the first floor of the 4-H Building. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair"
510,4-h-state-arts-in-musical-performance-0831,4-H State Arts-In musical performance,,,,100,,,"See 4-H'ers perform a musical play on the Harkness Stage on the first floor of the 4-H Building. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair",,9,"See 4-H'ers perform a musical play on the Harkness Stage on the first floor of the 4-H Building. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair"
511,4-h-state-arts-in-musical-performance-0906,4-H State Arts-In musical performance,,,,100,,,"See 4-H'ers perform a musical play on the Harkness Stage on the first floor of the 4-H Building. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair",,1,"See 4-H'ers perform a musical play on the Harkness Stage on the first floor of the 4-H Building. For more info on 4-H at the State Fair, visit https://extension.umn.edu/fairs-events-and-training/4-h-minnesota-state-fair"
512,cambria-kitchen-baking-and-food-prep-demonstrations,Cambria Kitchen Baking & Food Prep Demonstrations,,,,600,,,Stop by the Cambria Kitchen in the Creative Activities Building to see live demonstrations! Demos take place throughout the day between 9 a.m. and 6 p.m.,,1,Stop by the Cambria Kitchen in the Creative Activities Building to see live demonstrations! Demos take place throughout the day between 9 a.m. and 6 p.m.
513,cambria-kitchen-demonstrations-3-cricketeers,Cambria Kitchen Demonstrations: 3 Cricketeers,,,,600,,,"Stop by the Cambria Kitchen in the Creative Activities Building to see demos of baking with cricket flour, presented by Minnesota original ""3 Cricketeers."" Demos take place throughout the day between 9 a.m. and 6 p.m.",,1,"Stop by the Cambria Kitchen in the Creative Activities Building to see demos of baking with cricket flour, presented by Minnesota original ""3 Cricketeers."" Demos take place throughout the day between 9 a.m. and 6 p.m."
514,cambria-kitchen-demonstrations-45th-parallel-distillery,Cambria Kitchen Demonstrations: 45th Parallel Distillery,,,,600,,,"Stop by the Cambria Kitchen in the Creative Activities Building to see an active demonstration of making vodka, gin and bourbon! Demos take place throughout the day between 9 a.m. and 6 p.m.",,1,"Stop by the Cambria Kitchen in the Creative Activities Building to see an active demonstration of making vodka, gin and bourbon! Demos take place throughout the day between 9 a.m. and 6 p.m."
515,cambria-kitchen-demonstrations-author-patrice-johnson,Cambria Kitchen Demonstrations: Author Patrice Johnson,,,,600,,,"Stop by the Cambria Kitchen in the Creative Activities Building to see a live cooking demonstration from Patrice Johnson, author of ""Land of 10,000 Plates."" Demos take place throughout the day between 9 a.m. and 6 p.m.",,1,"Stop by the Cambria Kitchen in the Creative Activities Building to see a live cooking demonstration from Patrice Johnson, author of ""Land of 10,000 Plates."" Demos take place throughout the day between 9 a.m. and 6 p.m."
516,cambria-kitchen-demonstrations-cooks-of-crocus-hill,Cambria Kitchen Demonstrations: Cooks of Crocus Hill,,,,600,,,Stop by the Cambria Kitchen in the Creative Activities Building to see live cooking demonstrations from Cooks of Crocus Hills as they present a Minnesota baking celebration. Demos take place throughout the day between 9 a.m. and 6 p.m.,,1,Stop by the Cambria Kitchen in the Creative Activities Building to see live cooking demonstrations from Cooks of Crocus Hills as they present a Minnesota baking celebration. Demos take place throughout the day between 9 a.m. and 6 p.m.
517,cambria-kitchen-demonstrations-teasource,Cambria Kitchen Demonstrations: TeaSource,,,,600,,,Stop by the Cambria Kitchen in the Creative Activities Building to see demonstrations on how to brew great tea with the best flavor in the comfort of your own home! Presented by TeaSource. Demos take place throughout the day between 9 a.m. and 6 p.m.,,1,Stop by the Cambria Kitchen in the Creative Activities Building to see demonstrations on how to brew great tea with the best flavor in the comfort of your own home! Presented by TeaSource. Demos take place throughout the day between 9 a.m. and 6 p.m.
518,cambria-kitchen-baking-contests,Cambria Kitchen: Baking Contests,,,,600,,,"Stop by the Cambria Kitchen in Creative Activities to experience quintessential Midwest baking competitions! From 9 a.m. to noon, there will be a hot dish baking contest. From 1-3:30 p.m., there will be a meatloaf baking contest.",,1,"Stop by the Cambria Kitchen in Creative Activities to experience quintessential Midwest baking competitions! From 9 a.m. to noon, there will be a hot dish baking contest. From 1-3:30 p.m., there will be a meatloaf baking contest."
519,creative-activities-building,Creative Activities Building,,,,600,,,"Home to the finest needlework, handcrafts, baking and canning that Minnesota has to offer, along with various demonstrations held daily. The featured exhibits this year are a display from Minnesota Mosaic Guild; Andy Rock: Hand-Blown Glass Chandelier; and Arrangement by Fluid Philosophy. Featuring demonstrations from high-profile chef and local culinary organizations, the Cambria Kitchen is the place to get kitchen inspiration!",,12,"Home to the finest needlework, handcrafts, baking and canning that Minnesota has to offer, along with various demonstrations held daily. The featured exhibits this year are a display from Minnesota Mosaic Guild; Andy Rock: Hand-Blown Glass Chandelier; and Arrangement by Fluid Philosophy. Featuring demonstrations from high-profile chef and local culinary organizations, the Cambria Kitchen is the place to get kitchen inspiration!"
520,creative-activities-demonstrations-0826,Creative Activities Demonstrations,,,,600,,,"Creative activities organizations demonstrate various projects and answer your questions. Demonstrating today: Crochet Twin Cities, Needlework Guild of Minnesota, Minnesota Quilters",,1,"Creative activities organizations demonstrate various projects and answer your questions. Demonstrating today: Crochet Twin Cities, Needlework Guild of Minnesota, Minnesota Quilters"
521,creative-activities-demonstrations-0827,Creative Activities Demonstrations,,,,600,,,"Creative activities organizations demonstrate various projects and answer your questions. Demonstrating today: Upper Midwest Bead Society, Needlework Guild of Minnesota, Minnesota Quilters",,1,"Creative activities organizations demonstrate various projects and answer your questions. Demonstrating today: Upper Midwest Bead Society, Needlework Guild of Minnesota, Minnesota Quilters"
522,creative-activities-demonstrations-0828,Creative Activities Demonstrations,,,,600,,,"Creative activities organizations demonstrate various projects and answer your questions. Demonstrating today: Minnesota Knitters Guild, Needlework Guild of Minnesota, American Sewing Guild",,1,"Creative activities organizations demonstrate various projects and answer your questions. Demonstrating today: Minnesota Knitters Guild, Needlework Guild of Minnesota, American Sewing Guild"
523,creative-activities-demonstrations-0829,Creative Activities Demonstrations,,,,600,,,"Creative activities organizations demonstrate various projects and answer your questions. Demonstrating today: Quilts for Kids, Minnesota Lace Society, American Sewing Guild",,1,"Creative activities organizations demonstrate various projects and answer your questions. Demonstrating today: Quilts for Kids, Minnesota Lace Society, American Sewing Guild"
524,creative-activities-demonstrations-0830,Creative Activities Demonstrations,,,,600,,,"Creative activities organizations demonstrate various projects and answer your questions. Demonstrating today: Minnesota Lace Society, American Sewing Guild",,1,"Creative activities organizations demonstrate various projects and answer your questions. Demonstrating today: Minnesota Lace Society, American Sewing Guild"
525,creative-activities-demonstrations-0831,Creative Activities Demonstrations,,,,600,,,Creative activities organizations demonstrate various projects and answer your questions. Demonstrating today: Minnesota Handcrafts,,1,Creative activities organizations demonstrate various projects and answer your questions. Demonstrating today: Minnesota Handcrafts
526,creative-activities-demonstrations-0901,Creative Activities Demonstrations,,,,600,,,"See various projects demonstrated and get your questions answered. Demonstrating today: Religious Wood Carving - Konstantinos Papadakis, Needlework Guild of Minnesota",,2,"See various projects demonstrated and get your questions answered. Demonstrating today: Religious Wood Carving - Konstantinos Papadakis, Needlework Guild of Minnesota"
527,creative-activities-demonstrations-0903,Creative Activities Demonstrations,,,,600,,,"See various projects demonstrated and get your questions answered. Demonstrating today: Paper Marbling - Stephen Pittelkow, Needlework Guild of Minnesota",,1,"See various projects demonstrated and get your questions answered. Demonstrating today: Paper Marbling - Stephen Pittelkow, Needlework Guild of Minnesota"
528,creative-activities-demonstrations-0904,Creative Activities Demonstrations,,,,600,,,"See various projects demonstrated and get your questions answered. Demonstrating today: Hand-blown glass chandelier arrangement by artist Andy Rock, Minnesota Mosaic Guild",,2,"See various projects demonstrated and get your questions answered. Demonstrating today: Hand-blown glass chandelier arrangement by artist Andy Rock, Minnesota Mosaic Guild"
529,creative-activities-demonstrations-0906,Creative Activities Demonstrations,,,,600,,,See a project demonstrated and get your questions answered. Demonstrating today: Hand-blown glass chandelier arrangement by artist Andy Rock,,1,See a project demonstrated and get your questions answered. Demonstrating today: Hand-blown glass chandelier arrangement by artist Andy Rock
530,minnesota-porcelain-art-guild,Minnesota Porcelain Art Guild,,,,600,,,Guild members show various projects and answer your questions.,,12,Guild members show various projects and answer your questions.
531,recipe-card-roundup-a,Recipe Card Roundup,,,,600,,,"Create State Fair blue ribbon winning cuisine in your own kitchen! This year’s Recipe Card Roundup giveaway features six top recipes from 2019: Aug. 26 & 27, Coconut Praline Coffee Cake Ring from Cara Palmer; Aug. 28 & 29, Wild Rice Shrimp and Sausage Chowder; Aug. 30 & 31, Creme De Menthe Springerle Cookies from Lauri Perrella; Sept. 1 & 2, Black Pepper, Cheddar and Pecan Scones from Emily Misgen; Sept. 3 & 4, Mango Strawberry Jam from Teresa Craig; Sept. 5 & 6, to be determined. A limited quantity of these collectible cards will be given away from 10-11 a.m. and 4-5 p.m. (while supplies last) each day in the Creative Activities Building. Recipes vary by day.",,12,"Create State Fair blue ribbon winning cuisine in your own kitchen! This year’s Recipe Card Roundup giveaway features six top recipes from 2019: Aug. 26 & 27, Coconut Praline Coffee Cake Ring from Cara Palmer; Aug. 28 & 29, Wild Rice Shrimp and Sausage Chowder; Aug. 30 & 31, Creme De Menthe Springerle Cookies from Lauri Perrella; Sept. 1 & 2, Black Pepper, Cheddar and Pecan Scones from Emily Misgen; Sept. 3 & 4, Mango Strawberry Jam from Teresa Craig; Sept. 5 & 6, to be determined. A limited quantity of these collectible cards will be given away from 10-11 a.m. and 4-5 p.m. (while supplies last) each day in the Creative Activities Building. Recipes vary by day."
532,recipe-card-roundup-p,Recipe Card Roundup,,,,600,,,"Create State Fair blue ribbon winning cuisine in your own kitchen! This year’s Recipe Card Roundup giveaway features six top recipes from 2019: Aug. 26 & 27, Coconut Praline Coffee Cake Ring from Cara Palmer; Aug. 28 & 29, Wild Rice Shrimp and Sausage Chowder; Aug. 30 & 31, Creme De Menthe Springerle Cookies from Lauri Perrella; Sept. 1 & 2, Black Pepper, Cheddar and Pecan Scones from Emily Misgen; Sept. 3 & 4, Mango Strawberry Jam from Teresa Craig; Sept. 5 & 6, to be determined. A limited quantity of these collectible cards will be given away from 10-11 a.m. and 4-5 p.m. (while supplies last) each day in the Creative Activities Building. Recipes vary by day.",,12,"Create State Fair blue ribbon winning cuisine in your own kitchen! This year’s Recipe Card Roundup giveaway features six top recipes from 2019: Aug. 26 & 27, Coconut Praline Coffee Cake Ring from Cara Palmer; Aug. 28 & 29, Wild Rice Shrimp and Sausage Chowder; Aug. 30 & 31, Creme De Menthe Springerle Cookies from Lauri Perrella; Sept. 1 & 2, Black Pepper, Cheddar and Pecan Scones from Emily Misgen; Sept. 3 & 4, Mango Strawberry Jam from Teresa Craig; Sept. 5 & 6, to be determined. A limited quantity of these collectible cards will be given away from 10-11 a.m. and 4-5 p.m. (while supplies last) each day in the Creative Activities Building. Recipes vary by day."
533,weavers-guild-of-minnesota,Weavers Guild of Minnesota,,,,600,,,"See demonstrations of loom and hand weaving, spinning, wool carding and more.",,12,"See demonstrations of loom and hand weaving, spinning, wool carding and more."
